PROGRAMACIÓ 1%P2.01+P2.03+P2.09%Monday%09:00%11:00%1%1
ESTRUCTURA COMPUTADORS 1%P2.01+P2.03+P2.04 P2.09%Tuesday%09:00%11:00%1%1
FÍSICA%P3.02+P3.03%Wednesday%09:00%11:00%1%1
ÀLGEBRA%0.01+0.02+0.03%Thursday%09:00%11:00%1%1
LÒGICA COMPUTACIONAL%P2.01+P2.04+P2.09%Friday%09:00%11:00%1%1
SISTEMES CONC. I PARAL.LELS%P 3.02%Monday%12:00%14:00%3%1
ADMIN. MANT. SIST. APLIC.%P 3.02%Tuesday%12:00%14:00%3%1
ASPECTES LEG.SOC.PROF.%P 3.02%Wednesday%12:00%14:00%3%1
INTEL. ARTIFICIAL%P 3.02%Thursday%12:00%14:00%3%1
ENGINY. PROGRAMARI%P2.01+P2.04+P2.09%Friday%12:00%14:00%3%1
SISTEMES OPERATIUS%P 3.02%Monday%15:00%17:00%2%1
MATEMÀTICA DISCRETA%P2.01+ P2.04+P2.09%Tuesday%15:00%17:00%2%1
BASES DE DADES%P 3.01%Thursday%15:00%17:00%2%1
ESTRUCTURES DE DADES%P 3.02+P303%Friday%15:00%17:00%2%1
SEGURETAT APLIC. I COMUNICACIONS%P2.01%Monday%18:00%20:00%4%1
COMPUTAT. TOOLS FOR PROBLEM-SOLVING%P2.09%Monday%18:00%20:00%4%1
ENGINYERIA DEL PROGRAMARI LLIURE%P2.04%Monday%18:00%20:00%4%1
USER-CENTERED DESIGN%P2.01%Thursday%18:00%20:00%4%1
DISTRIBUTED COMPUTING%P2.09%Thursday%18:00%20:00%4%1
SOFTWARE ARCHITECTURES%P2.04%Thursday%18:00%20:00%4%1
